Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02 00:00:00-05:00,123.93000030517578,123.93000030517578,121.91999816894531,122.6500015258789,122.6500015258789,62200
2014-01-03 00:00:00-05:00,122.01000213623047,122.5,121.3499984741211,121.8499984741211,121.8499984741211,134600
2014-01-06 00:00:00-05:00,121.47000122070312,121.94999694824219,120.54000091552734,121.06999969482422,121.06999969482422,179400
2014-01-07 00:00:00-05:00,121.87999725341797,124.0199966430664,120.43000030517578,123.91999816894531,123.91999816894531,183000
2014-01-08 00:00:00-05:00,123.18000030517578,124.36000061035156,123.18000030517578,124.3499984741211,124.3499984741211,162600
2014-01-09 00:00:00-05:00,124.5,128.5800018310547,124.38999938964844,128.36000061035156,128.36000061035156,148500
2014-01-10 00:00:00-05:00,128.97000122070312,133.0,128.2100067138672,131.92999267578125,131.92999267578125,267300
2014-01-13 00:00:00-05:00,131.25999450683594,131.6699981689453,127.48999786376953,127.66000366210938,127.66000366210938,150700
2014-01-14 00:00:00-05:00,128.5,131.05999755859375,127.81999969482422,130.00999450683594,130.00999450683594,122700
2014-01-15 00:00:00-05:00,130.0,130.50999450683594,129.60000610351562,129.83999633789062,129.83999633789062,122000
2014-01-16 00:00:00-05:00,129.92999267578125,129.92999267578125,128.49000549316406,128.6300048828125,128.6300048828125,141400
2014-01-17 00:00:00-05:00,128.24000549316406,130.10000610351562,127.8499984741211,128.5800018310547,128.5800018310547,138700
2014-01-21 00:00:00-05:00,129.74000549316406,129.83999633789062,127.73999786376953,127.91999816894531,127.91999816894531,77400
2014-01-22 00:00:00-05:00,128.19000244140625,129.30999755859375,127.73999786376953,128.47999572753906,128.47999572753906,447200
2014-01-23 00:00:00-05:00,128.0,129.49000549316406,127.68000030517578,129.4199981689453,129.4199981689453,167900
2014-01-24 00:00:00-05:00,129.07000732421875,129.07000732421875,126.5,126.83999633789062,126.83999633789062,98300
2014-01-27 00:00:00-05:00,130.16000366210938,130.16000366210938,125.87000274658203,126.66000366210938,126.66000366210938,95600
2014-01-28 00:00:00-05:00,127.37000274658203,127.80999755859375,126.27999877929688,127.70999908447266,127.70999908447266,59500
2014-01-29 00:00:00-05:00,126.9000015258789,126.9000015258789,125.38999938964844,125.98999786376953,125.98999786376953,71300
2014-01-30 00:00:00-05:00,126.66000366210938,129.77000427246094,126.44999694824219,128.64999389648438,128.64999389648438,142400
2014-01-31 00:00:00-05:00,126.52999877929688,128.08999633789062,126.12999725341797,127.12000274658203,127.12000274658203,63300
2014-02-03 00:00:00-05:00,126.91999816894531,127.22000122070312,122.91999816894531,123.9800033569336,123.9800033569336,225400
2014-02-04 00:00:00-05:00,124.81999969482422,124.9800033569336,123.7300033569336,124.80999755859375,124.80999755859375,122900
2014-02-05 00:00:00-05:00,124.72000122070312,126.36000061035156,124.05000305175781,125.16000366210938,125.16000366210938,66900
2014-02-06 00:00:00-05:00,125.13999938964844,126.13999938964844,124.62999725341797,125.68000030517578,125.68000030517578,52400
2014-02-07 00:00:00-05:00,125.87999725341797,127.2300033569336,125.0999984741211,127.08000183105469,127.08000183105469,51700
2014-02-10 00:00:00-05:00,126.58000183105469,128.4499969482422,125.48999786376953,128.14999389648438,128.14999389648438,62100
2014-02-11 00:00:00-05:00,127.81999969482422,129.24000549316406,127.5199966430664,128.74000549316406,128.74000549316406,63400
2014-02-12 00:00:00-05:00,128.8300018310547,131.07000732421875,127.5,131.02999877929688,131.02999877929688,141900
2014-02-13 00:00:00-05:00,130.8000030517578,132.3300018310547,129.0,132.1300048828125,132.1300048828125,113100
2014-02-14 00:00:00-05:00,131.1199951171875,132.22999572753906,130.63999938964844,131.58999633789062,131.58999633789062,60700
2014-02-18 00:00:00-05:00,131.0800018310547,133.3300018310547,131.0800018310547,132.02000427246094,132.02000427246094,124200
2014-02-19 00:00:00-05:00,131.60000610351562,133.77000427246094,131.47000122070312,132.5,132.5,82400
2014-02-20 00:00:00-05:00,133.05999755859375,133.99000549316406,131.72000122070312,133.72999572753906,133.72999572753906,96100
2014-02-21 00:00:00-05:00,134.1300048828125,134.1300048828125,131.89999389648438,132.13999938964844,132.13999938964844,100700
2014-02-24 00:00:00-05:00,132.7899932861328,132.7899932861328,129.67999267578125,130.52000427246094,130.52000427246094,133000
2014-02-25 00:00:00-05:00,131.00999450683594,131.00999450683594,129.00999450683594,130.88999938964844,130.88999938964844,160500
2014-02-26 00:00:00-05:00,131.49000549316406,131.92999267578125,129.30999755859375,131.85000610351562,131.85000610351562,145600
2014-02-27 00:00:00-05:00,131.4600067138672,131.47999572753906,129.99000549316406,130.97000122070312,130.97000122070312,118400
2014-02-28 00:00:00-05:00,130.97999572753906,131.99000549316406,128.05999755859375,129.72000122070312,129.72000122070312,155100
2014-03-03 00:00:00-05:00,128.14999389648438,129.05999755859375,127.4000015258789,127.93000030517578,127.93000030517578,85200
2014-03-04 00:00:00-05:00,129.25999450683594,130.75999450683594,128.42999267578125,130.1300048828125,130.1300048828125,97300
2014-03-05 00:00:00-05:00,130.22999572753906,130.49000549316406,129.36000061035156,130.1199951171875,130.1199951171875,98900
2014-03-06 00:00:00-05:00,130.50999450683594,130.8699951171875,128.91000366210938,129.6199951171875,129.6199951171875,71300
2014-03-07 00:00:00-05:00,129.99000549316406,130.3000030517578,128.32000732421875,130.11000061035156,130.11000061035156,83800
2014-03-10 00:00:00-04:00,130.02999877929688,130.3300018310547,129.07000732421875,130.1999969482422,130.1999969482422,66400
2014-03-11 00:00:00-04:00,130.0,130.88999938964844,129.16000366210938,129.25,129.25,64600
2014-03-12 00:00:00-04:00,129.0399932861328,130.02999877929688,126.08999633789062,128.0500030517578,128.0500030517578,118500
2014-03-13 00:00:00-04:00,128.49000549316406,128.49000549316406,125.97000122070312,126.79000091552734,126.79000091552734,110400
2014-03-14 00:00:00-04:00,126.55000305175781,127.93000030517578,125.69999694824219,126.4000015258789,126.4000015258789,74700
2014-03-17 00:00:00-04:00,127.41000366210938,128.8000030517578,126.23999786376953,126.77999877929688,126.77999877929688,100400
2014-03-18 00:00:00-04:00,126.48999786376953,128.75999450683594,126.48999786376953,128.27000427246094,128.27000427246094,260900
2014-03-19 00:00:00-04:00,127.80999755859375,129.67999267578125,126.80999755859375,128.89999389648438,128.89999389648438,148700
2014-03-20 00:00:00-04:00,128.47999572753906,129.07000732421875,127.56999969482422,128.4199981689453,128.4199981689453,116300
2014-03-21 00:00:00-04:00,128.6300048828125,128.9600067138672,127.20999908447266,127.95999908447266,127.95999908447266,219900
2014-03-24 00:00:00-04:00,128.4499969482422,128.4499969482422,125.95999908447266,127.0199966430664,127.0199966430664,92500
2014-03-25 00:00:00-04:00,128.1999969482422,128.97999572753906,125.61000061035156,126.20999908447266,126.20999908447266,74300
2014-03-26 00:00:00-04:00,126.9800033569336,127.47000122070312,124.12999725341797,125.3499984741211,125.3499984741211,88900
2014-03-27 00:00:00-04:00,125.4800033569336,127.11000061035156,125.26000213623047,126.5,126.5,115600
2014-03-28 00:00:00-04:00,127.13999938964844,128.44000244140625,126.01000213623047,126.63999938964844,126.63999938964844,104000
2014-03-31 00:00:00-04:00,127.56999969482422,128.97999572753906,126.62999725341797,128.1199951171875,128.1199951171875,66600
2014-04-01 00:00:00-04:00,128.33999633789062,129.3000030517578,127.26000213623047,129.27000427246094,129.27000427246094,91700
2014-04-02 00:00:00-04:00,130.00999450683594,131.4199981689453,127.20999908447266,129.6999969482422,129.6999969482422,94800
2014-04-03 00:00:00-04:00,129.97999572753906,130.0500030517578,128.38999938964844,129.6999969482422,129.6999969482422,189800
2014-04-04 00:00:00-04:00,130.39999389648438,131.16000366210938,125.70999908447266,126.5,126.5,125300
2014-04-07 00:00:00-04:00,126.29000091552734,126.56999969482422,124.0,124.41999816894531,124.41999816894531,113800
2014-04-08 00:00:00-04:00,124.4800033569336,125.7699966430664,122.06999969482422,124.63999938964844,124.63999938964844,101600
2014-04-09 00:00:00-04:00,125.33999633789062,126.29000091552734,123.80000305175781,126.16000366210938,126.16000366210938,50900
2014-04-10 00:00:00-04:00,126.0999984741211,126.0999984741211,122.08000183105469,122.69999694824219,122.69999694824219,78100
2014-04-11 00:00:00-04:00,121.2300033569336,121.97000122070312,118.70999908447266,120.08000183105469,120.08000183105469,114500
2014-04-14 00:00:00-04:00,121.30999755859375,121.83999633789062,119.66999816894531,121.04000091552734,121.04000091552734,120200
2014-04-15 00:00:00-04:00,121.66000366210938,122.12999725341797,118.58999633789062,119.94000244140625,119.94000244140625,95600
2014-04-16 00:00:00-04:00,121.02999877929688,121.2699966430664,119.58999633789062,119.86000061035156,119.86000061035156,68000
2014-04-17 00:00:00-04:00,120.0199966430664,121.0999984741211,117.9800033569336,120.5999984741211,120.5999984741211,84100
